seller_id,current_period,quality_inputs,fraud_inputs,profitability_inputs,operational_inputs,concentration_inputs
S00578,2026-02,"{""cancellation_rate"": 0.192308, ""on_time_rate"": 0.0, ""refund_rate"": 0.230769, ""repeat_buyer_rate"": 0.019231}","{""chargeback_rate"": 0.134615, ""dispute_rate"": 0.038462, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.178139, ""margin_rate"": 0.002502, ""promo_dependency_rate"": 0.0507}","{""avg_delay_days"": 4.0, ""cancellation_rate"": 0.192308, ""delayed_order_rate"": 0.807692}","{""gmv_rank_percentile"": 0.450833, ""gmv_share"": 0.000326, ""order_share"": 0.0008, ""top_decile_volume"": 0.0}"
S00579,2026-02,"{""cancellation_rate"": 0.103448, ""on_time_rate"": 0.172414, ""refund_rate"": 0.172414, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.068966, ""dispute_rate"": 0.137931, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -2.958897, ""margin_rate"": -0.028631, ""promo_dependency_rate"": 0.072662}","{""avg_delay_days"": 1.862069, ""cancellation_rate"": 0.103448, ""delayed_order_rate"": 0.241379}","{""gmv_rank_percentile"": 0.375, ""gmv_share"": 0.000264, ""order_share"": 0.000446, ""top_decile_volume"": 0.0}"
S00580,2026-02,"{""cancellation_rate"": 0.083333, ""on_time_rate"": 0.0, ""refund_rate"": 0.166667, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.416667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.174189, ""margin_rate"": 0.041013, ""promo_dependency_rate"": 0.020158}","{""avg_delay_days"": 4.416667, ""cancellation_rate"": 0.083333, ""delayed_order_rate"": 0.916667}","{""gmv_rank_percentile"": 0.119167, ""gmv_share"": 0.000108, ""order_share"": 0.000185, ""top_decile_volume"": 0.0}"
S00581,2026-02,"{""cancellation_rate"": 0.136364, ""on_time_rate"": 0.136364, ""refund_rate"": 0.227273, ""repeat_buyer_rate"": 0.022727}","{""chargeback_rate"": 0.022727, ""dispute_rate"": 0.068182, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 36.843891, ""margin_rate"": 0.094012, ""promo_dependency_rate"": 0.008641}","{""avg_delay_days"": 1.863636, ""cancellation_rate"": 0.136364, ""delayed_order_rate"": 0.25}","{""gmv_rank_percentile"": 0.889167, ""gmv_share"": 0.001519, ""order_share"": 0.000677, ""top_decile_volume"": 0.0}"
S00582,2026-02,"{""cancellation_rate"": 0.097561, ""on_time_rate"": 0.134146, ""refund_rate"": 0.134146, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.012195, ""dispute_rate"": 0.109756, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.171973, ""margin_rate"": 0.002329, ""promo_dependency_rate"": 0.045448}","{""avg_delay_days"": 2.012195, ""cancellation_rate"": 0.097561, ""delayed_order_rate"": 0.317073}","{""gmv_rank_percentile"": 0.633333, ""gmv_share"": 0.000533, ""order_share"": 0.001261, ""top_decile_volume"": 0.0}"
S00583,2026-02,"{""cancellation_rate"": 0.118519, ""on_time_rate"": 0.081481, ""refund_rate"": 0.17037, ""repeat_buyer_rate"": 0.059259}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.111111, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.475239, ""margin_rate"": 0.006993, ""promo_dependency_rate"": 0.041696}","{""avg_delay_days"": 2.118519, ""cancellation_rate"": 0.118519, ""delayed_order_rate"": 0.362963}","{""gmv_rank_percentile"": 0.775, ""gmv_share"": 0.000808, ""order_share"": 0.002076, ""top_decile_volume"": 0.0}"
S00584,2026-02,"{""cancellation_rate"": 0.133333, ""on_time_rate"": 0.133333, ""refund_rate"": 0.111111, ""repeat_buyer_rate"": 0.022222}","{""chargeback_rate"": 0.022222, ""dispute_rate"": 0.155556, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.49824, ""margin_rate"": 0.015059, ""promo_dependency_rate"": 0.048961}","{""avg_delay_days"": 1.933333, ""cancellation_rate"": 0.133333, ""delayed_order_rate"": 0.288889}","{""gmv_rank_percentile"": 0.805833, ""gmv_share"": 0.000921, ""order_share"": 0.000692, ""top_decile_volume"": 0.0}"
S00585,2026-02,"{""cancellation_rate"": 0.0625, ""on_time_rate"": 0.0, ""refund_rate"": 0.0625, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.560701, ""margin_rate"": 0.03012, ""promo_dependency_rate"": 0.043543}","{""avg_delay_days"": 2.3125, ""cancellation_rate"": 0.0625, ""delayed_order_rate"": 0.4375}","{""gmv_rank_percentile"": 0.0675, ""gmv_share"": 7.3e-05, ""order_share"": 0.000246, ""top_decile_volume"": 0.0}"
S00586,2026-02,"{""cancellation_rate"": 0.173913, ""on_time_rate"": 0.086957, ""refund_rate"": 0.304348, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.043478, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.407897, ""margin_rate"": 0.004236, ""promo_dependency_rate"": 0.050845}","{""avg_delay_days"": 2.0, ""cancellation_rate"": 0.173913, ""delayed_order_rate"": 0.434783}","{""gmv_rank_percentile"": 0.276667, ""gmv_share"": 0.000195, ""order_share"": 0.000354, ""top_decile_volume"": 0.0}"
S00587,2026-02,"{""cancellation_rate"": 0.090909, ""on_time_rate"": 0.363636, ""refund_rate"": 0.136364, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.272727, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.294377, ""margin_rate"": 0.012819, ""promo_dependency_rate"": 0.051864}","{""avg_delay_days"": 1.545455, ""cancellation_rate"": 0.090909, ""delayed_order_rate"": 0.136364}","{""gmv_rank_percentile"": 0.278333, ""gmv_share"": 0.000196, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00588,2026-02,"{""cancellation_rate"": 0.152174, ""on_time_rate"": 0.173913, ""refund_rate"": 0.130435, ""repeat_buyer_rate"": 0.021739}","{""chargeback_rate"": 0.065217, ""dispute_rate"": 0.173913, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.115029, ""margin_rate"": -0.009505, ""promo_dependency_rate"": 0.072917}","{""avg_delay_days"": 1.782609, ""cancellation_rate"": 0.152174, ""delayed_order_rate"": 0.23913}","{""gmv_rank_percentile"": 0.593333, ""gmv_share"": 0.000475, ""order_share"": 0.000707, ""top_decile_volume"": 0.0}"
S00589,2026-02,"{""cancellation_rate"": 0.081081, ""on_time_rate"": 0.0, ""refund_rate"": 0.081081, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.054054, ""dispute_rate"": 0.135135, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 12.026076, ""margin_rate"": 0.08353, ""promo_dependency_rate"": 0.024442}","{""avg_delay_days"": 4.054054, ""cancellation_rate"": 0.081081, ""delayed_order_rate"": 0.918919}","{""gmv_rank_percentile"": 0.5875, ""gmv_share"": 0.000469, ""order_share"": 0.000569, ""top_decile_volume"": 0.0}"
S00590,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.0, ""refund_rate"": 0.125, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0625, ""dispute_rate"": 0.125, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.084828, ""margin_rate"": 0.001462, ""promo_dependency_rate"": 0.047619}","{""avg_delay_days"": 4.375, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 1.0}","{""gmv_rank_percentile"": 0.079167, ""gmv_share"": 8.2e-05, ""order_share"": 0.000246, ""top_decile_volume"": 0.0}"
S00591,2026-02,"{""cancellation_rate"": 0.230769, ""on_time_rate"": 0.076923, ""refund_rate"": 0.076923, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.076923, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.715817, ""margin_rate"": -0.019776, ""promo_dependency_rate"": 0.066434}","{""avg_delay_days"": 1.615385, ""cancellation_rate"": 0.230769, ""delayed_order_rate"": 0.153846}","{""gmv_rank_percentile"": 0.028333, ""gmv_share"": 4.1e-05, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00592,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.3, ""refund_rate"": 0.3, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.1, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.765943, ""margin_rate"": 0.044329, ""promo_dependency_rate"": 0.018044}","{""avg_delay_days"": 1.9, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.2}","{""gmv_rank_percentile"": 0.098333, ""gmv_share"": 9.5e-05, ""order_share"": 0.000154, ""top_decile_volume"": 0.0}"
S00593,2026-02,"{""cancellation_rate"": 0.153846, ""on_time_rate"": 0.230769, ""refund_rate"": 0.307692, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.153846, ""dispute_rate"": 0.307692, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.8884, ""margin_rate"": 0.023839, ""promo_dependency_rate"": 0.04807}","{""avg_delay_days"": 1.615385, ""cancellation_rate"": 0.153846, ""delayed_order_rate"": 0.307692}","{""gmv_rank_percentile"": 0.5925, ""gmv_share"": 0.000475, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00594,2026-02,"{""cancellation_rate"": 0.136364, ""on_time_rate"": 0.0, ""refund_rate"": 0.181818, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.136364, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.453202, ""margin_rate"": 0.05052, ""promo_dependency_rate"": 0.031604}","{""avg_delay_days"": 4.090909, ""cancellation_rate"": 0.136364, ""delayed_order_rate"": 0.863636}","{""gmv_rank_percentile"": 0.301667, ""gmv_share"": 0.000209, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00595,2026-02,"{""cancellation_rate"": 0.185185, ""on_time_rate"": 0.0, ""refund_rate"": 0.185185, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.074074, ""dispute_rate"": 0.185185, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.164487, ""margin_rate"": 0.014233, ""promo_dependency_rate"": 0.039411}","{""avg_delay_days"": 3.777778, ""cancellation_rate"": 0.185185, ""delayed_order_rate"": 0.814815}","{""gmv_rank_percentile"": 0.275, ""gmv_share"": 0.000195, ""order_share"": 0.000415, ""top_decile_volume"": 0.0}"
S00596,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.0, ""refund_rate"": 0.222222, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.333333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.510492, ""margin_rate"": 0.065983, ""promo_dependency_rate"": 0.0}","{""avg_delay_days"": 4.222222, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.888889}","{""gmv_rank_percentile"": 0.0875, ""gmv_share"": 9e-05, ""order_share"": 0.000138, ""top_decile_volume"": 0.0}"
S00597,2026-02,"{""cancellation_rate"": 0.125, ""on_time_rate"": 0.25, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.125, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.840247, ""margin_rate"": 0.01268, ""promo_dependency_rate"": 0.048682}","{""avg_delay_days"": 1.375, ""cancellation_rate"": 0.125, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.11, ""gmv_share"": 0.000102, ""order_share"": 0.000123, ""top_decile_volume"": 0.0}"
S00598,2026-02,"{""cancellation_rate"": 0.076923, ""on_time_rate"": 0.0, ""refund_rate"": 0.153846, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.076923, ""dispute_rate"": 0.076923, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.243791, ""margin_rate"": 0.019205, ""promo_dependency_rate"": 0.048162}","{""avg_delay_days"": 2.230769, ""cancellation_rate"": 0.076923, ""delayed_order_rate"": 0.384615}","{""gmv_rank_percentile"": 0.069167, ""gmv_share"": 7.4e-05, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00599,2026-02,"{""cancellation_rate"": 0.075472, ""on_time_rate"": 0.056604, ""refund_rate"": 0.169811, ""repeat_buyer_rate"": 0.018868}","{""chargeback_rate"": 0.037736, ""dispute_rate"": 0.169811, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.45256, ""margin_rate"": 0.042608, ""promo_dependency_rate"": 0.042223}","{""avg_delay_days"": 2.245283, ""cancellation_rate"": 0.075472, ""delayed_order_rate"": 0.396226}","{""gmv_rank_percentile"": 0.683333, ""gmv_share"": 0.000597, ""order_share"": 0.000815, ""top_decile_volume"": 0.0}"
S00600,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.0, ""refund_rate"": 0.133333, ""repeat_buyer_rate"": 0.066667}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.537922, ""margin_rate"": 0.009794, ""promo_dependency_rate"": 0.047434}","{""avg_delay_days"": 3.666667, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.8}","{""gmv_rank_percentile"": 0.065, ""gmv_share"": 7.3e-05, ""order_share"": 0.000231, ""top_decile_volume"": 0.0}"
S00601,2026-02,"{""cancellation_rate"": 0.066667, ""on_time_rate"": 0.2, ""refund_rate"": 0.233333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.066667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 23.678336, ""margin_rate"": 0.062253, ""promo_dependency_rate"": 0.027282}","{""avg_delay_days"": 1.766667, ""cancellation_rate"": 0.066667, ""delayed_order_rate"": 0.133333}","{""gmv_rank_percentile"": 0.83, ""gmv_share"": 0.001005, ""order_share"": 0.000461, ""top_decile_volume"": 0.0}"
S00602,2026-02,"{""cancellation_rate"": 0.190972, ""on_time_rate"": 0.0, ""refund_rate"": 0.246528, ""repeat_buyer_rate"": 0.086806}","{""chargeback_rate"": 0.069444, ""dispute_rate"": 0.170139, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.703806, ""margin_rate"": -0.019592, ""promo_dependency_rate"": 0.034953}","{""avg_delay_days"": 3.496528, ""cancellation_rate"": 0.190972, ""delayed_order_rate"": 0.805556}","{""gmv_rank_percentile"": 0.9275, ""gmv_share"": 0.002206, ""order_share"": 0.004429, ""top_decile_volume"": 1.0}"
S00603,2026-02,"{""cancellation_rate"": 0.122449, ""on_time_rate"": 0.091837, ""refund_rate"": 0.142857, ""repeat_buyer_rate"": 0.010204}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.112245, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.275368, ""margin_rate"": 0.017883, ""promo_dependency_rate"": 0.038744}","{""avg_delay_days"": 2.030612, ""cancellation_rate"": 0.122449, ""delayed_order_rate"": 0.326531}","{""gmv_rank_percentile"": 0.895, ""gmv_share"": 0.001581, ""order_share"": 0.001507, ""top_decile_volume"": 0.0}"
S00604,2026-02,"{""cancellation_rate"": 0.0625, ""on_time_rate"": 0.0, ""refund_rate"": 0.125, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.25, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.668126, ""margin_rate"": 0.036152, ""promo_dependency_rate"": 0.038117}","{""avg_delay_days"": 2.5625, ""cancellation_rate"": 0.0625, ""delayed_order_rate"": 0.625}","{""gmv_rank_percentile"": 0.113333, ""gmv_share"": 0.000104, ""order_share"": 0.000246, ""top_decile_volume"": 0.0}"
S00605,2026-02,"{""cancellation_rate"": 0.179104, ""on_time_rate"": 0.0, ""refund_rate"": 0.179104, ""repeat_buyer_rate"": 0.014925}","{""chargeback_rate"": 0.014925, ""dispute_rate"": 0.19403, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 34.475111, ""margin_rate"": 0.074865, ""promo_dependency_rate"": 0.023605}","{""avg_delay_days"": 3.61194, ""cancellation_rate"": 0.179104, ""delayed_order_rate"": 0.820896}","{""gmv_rank_percentile"": 0.945, ""gmv_share"": 0.002717, ""order_share"": 0.00103, ""top_decile_volume"": 1.0}"
S00606,2026-02,"{""cancellation_rate"": 0.216216, ""on_time_rate"": 0.054054, ""refund_rate"": 0.081081, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.027027, ""dispute_rate"": 0.081081, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.246436, ""margin_rate"": 0.054464, ""promo_dependency_rate"": 0.026515}","{""avg_delay_days"": 1.891892, ""cancellation_rate"": 0.216216, ""delayed_order_rate"": 0.351351}","{""gmv_rank_percentile"": 0.55, ""gmv_share"": 0.000434, ""order_share"": 0.000569, ""top_decile_volume"": 0.0}"
S00607,2026-02,"{""cancellation_rate"": 0.136808, ""on_time_rate"": 0.0, ""refund_rate"": 0.18241, ""repeat_buyer_rate"": 0.065147}","{""chargeback_rate"": 0.087948, ""dispute_rate"": 0.221498, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -2.330947, ""margin_rate"": -0.046349, ""promo_dependency_rate"": 0.047442}","{""avg_delay_days"": 3.830619, ""cancellation_rate"": 0.136808, ""delayed_order_rate"": 0.859935}","{""gmv_rank_percentile"": 0.875, ""gmv_share"": 0.00136, ""order_share"": 0.004722, ""top_decile_volume"": 0.0}"
S00608,2026-02,"{""cancellation_rate"": 0.064516, ""on_time_rate"": 0.612903, ""refund_rate"": 0.139785, ""repeat_buyer_rate"": 0.021505}","{""chargeback_rate"": 0.021505, ""dispute_rate"": 0.139785, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.514611, ""margin_rate"": 0.015672, ""promo_dependency_rate"": 0.050052}","{""avg_delay_days"": 1.193548, ""cancellation_rate"": 0.064516, ""delayed_order_rate"": 0.032258}","{""gmv_rank_percentile"": 0.9625, ""gmv_share"": 0.003927, ""order_share"": 0.00143, ""top_decile_volume"": 1.0}"
S00609,2026-02,"{""cancellation_rate"": 0.052632, ""on_time_rate"": 0.052632, ""refund_rate"": 0.210526, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.017544, ""dispute_rate"": 0.192982, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.726529, ""margin_rate"": -0.011042, ""promo_dependency_rate"": 0.063463}","{""avg_delay_days"": 2.210526, ""cancellation_rate"": 0.052632, ""delayed_order_rate"": 0.298246}","{""gmv_rank_percentile"": 0.455833, ""gmv_share"": 0.00033, ""order_share"": 0.000877, ""top_decile_volume"": 0.0}"
S00610,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.171429, ""refund_rate"": 0.171429, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.114286, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.156522, ""margin_rate"": -0.025456, ""promo_dependency_rate"": 0.059775}","{""avg_delay_days"": 1.8, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.342857}","{""gmv_rank_percentile"": 0.18, ""gmv_share"": 0.00014, ""order_share"": 0.000538, ""top_decile_volume"": 0.0}"
S00611,2026-02,"{""cancellation_rate"": 0.208333, ""on_time_rate"": 0.0, ""refund_rate"": 0.270833, ""repeat_buyer_rate"": 0.041667}","{""chargeback_rate"": 0.104167, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.210087, ""margin_rate"": 0.004307, ""promo_dependency_rate"": 0.045999}","{""avg_delay_days"": 3.5, ""cancellation_rate"": 0.208333, ""delayed_order_rate"": 0.770833}","{""gmv_rank_percentile"": 0.2975, ""gmv_share"": 0.000206, ""order_share"": 0.000738, ""top_decile_volume"": 0.0}"
S00612,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.222222, ""refund_rate"": 0.333333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.222222, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 11.575269, ""margin_rate"": 0.083707, ""promo_dependency_rate"": 0.014696}","{""avg_delay_days"": 1.777778, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.123333, ""gmv_share"": 0.00011, ""order_share"": 0.000138, ""top_decile_volume"": 0.0}"
S00613,2026-02,"{""cancellation_rate"": 0.096774, ""on_time_rate"": 0.16129, ""refund_rate"": 0.16129, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.129032, ""dispute_rate"": 0.096774, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.020926, ""margin_rate"": -0.000156, ""promo_dependency_rate"": 0.059236}","{""avg_delay_days"": 2.032258, ""cancellation_rate"": 0.096774, ""delayed_order_rate"": 0.387097}","{""gmv_rank_percentile"": 0.495, ""gmv_share"": 0.000367, ""order_share"": 0.000477, ""top_decile_volume"": 0.0}"
S00614,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.583333, ""refund_rate"": 0.083333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.083333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 25.87163, ""margin_rate"": 0.083337, ""promo_dependency_rate"": 0.007554}","{""avg_delay_days"": 1.333333, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.454167, ""gmv_share"": 0.000328, ""order_share"": 0.000185, ""top_decile_volume"": 0.0}"
S00615,2026-02,"{""cancellation_rate"": 0.105263, ""on_time_rate"": 0.105263, ""refund_rate"": 0.105263, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.105263, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 22.839081, ""margin_rate"": 0.061156, ""promo_dependency_rate"": 0.016764}","{""avg_delay_days"": 1.894737, ""cancellation_rate"": 0.105263, ""delayed_order_rate"": 0.210526}","{""gmv_rank_percentile"": 0.699167, ""gmv_share"": 0.000625, ""order_share"": 0.000292, ""top_decile_volume"": 0.0}"
S00616,2026-02,"{""cancellation_rate"": 0.090909, ""on_time_rate"": 0.454545, ""refund_rate"": 0.272727, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.090909, ""dispute_rate"": 0.090909, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 19.961131, ""margin_rate"": 0.061408, ""promo_dependency_rate"": 0.026513}","{""avg_delay_days"": 1.636364, ""cancellation_rate"": 0.090909, ""delayed_order_rate"": 0.272727}","{""gmv_rank_percentile"": 0.430833, ""gmv_share"": 0.000315, ""order_share"": 0.000169, ""top_decile_volume"": 0.0}"
