iteration,scenario,scenario_type,gmv,net_value,risk_adjusted_gmv,commission_revenue,subsidy,refunds,disputes,chargeback_loss,total_leakage,contribution_margin_proxy,top_risk_seller_downside_exposure
1247,fraud_control_improvement,risk_upside,11787805.648720244,10844904.650864935,10593701.566776723,1299001.4346231418,444838.6747220217,1066898.5612826855,797947.550745064,363408.77928064833,2673093.5660304194,-1374092.1314072777,889915.670691618
1247,downside_high_risk_deterioration,downside,12435786.399032708,11575835.49852819,11160811.075888926,1370408.102611043,494687.45562027965,1634509.0938498152,1550721.0782442053,904364.85653538,4584282.48424968,-3213874.3816386373,1993916.8295699123
1248,baseline,reference,11280574.135002127,10522256.463105878,10209727.913487976,1243105.1564148704,401385.10751209594,1185042.3313538488,1065171.6748878013,550032.30315504,3201631.416908786,-1958526.2604939158,1207676.6904619858
1248,seller_quality_improvement,quality_upside,11366719.823508235,10591906.480121877,10283246.337776197,1252598.3035103334,366832.3738675128,983143.7791911825,824171.2680104218,507964.5327152326,2682111.9537843494,-1429513.650274016,1110058.3645228695
1248,subsidy_tightening,policy_upside,10817409.623231906,10167355.215406734,9854449.244001003,1192065.0066884994,274421.77717617,1201381.6459023608,1015558.4734531195,564089.2613855511,3055451.1579172015,-1863386.1512287022,1207921.3854881923
1248,fraud_control_improvement,risk_upside,11390876.420685349,10349515.822031196,10123867.091978716,1255260.3302966412,363002.3255148753,1054252.013678265,717454.1365387999,350494.9162350057,2485203.3919669455,-1229943.0616703043,797251.8757374318
1248,downside_high_risk_deterioration,downside,12434698.396840278,11204188.422574805,10738228.938797005,1370288.20613065,463203.0521070747,1554953.9632196948,1516935.3838566775,737130.2355429842,4272222.634726431,-2901934.4285957813,1933700.654694473
1249,baseline,reference,11870026.413316684,11135246.33737616,10753177.843230786,1308062.0600142793,401331.83410543407,1332043.7296494269,1007386.0123919297,625267.6034192686,3366029.1795660593,-2057967.11955178,1388425.6800812972
1249,seller_quality_improvement,quality_upside,11852703.821210803,11062982.721424142,10745596.816954717,1306153.132036715,417306.64815145795,891267.3323185169,866663.5767876859,600625.7059168578,2775863.2631745185,-1469710.1311378034,1158431.1106207066
1249,subsidy_tightening,policy_upside,11171412.068691814,10256597.810143936,9926492.68404723,1231075.6332814516,289569.631526771,1176677.8950557606,863477.4176143606,566853.8683872146,2896578.812584107,-1665503.1793026552,1159562.0102508543
1249,fraud_control_improvement,risk_upside,11744779.82437535,10850994.082003973,10591754.685276527,1294260.0426104623,366812.6896399486,1151350.2094020708,715403.195390079,398628.1839538548,2632194.278385953,-1337934.2357754908,817720.0648845946
1249,downside_high_risk_deterioration,downside,11960354.005027898,11052933.177427785,10634718.65062795,1318016.0476109155,463057.55487746303,1677460.4864067596,1222648.4851295932,815223.4486754638,4178389.97508928,-2860373.9274783647,2036650.7710446569
1250,baseline,reference,11452183.121812148,10567293.385324746,10216634.064362494,1262016.2520592613,411783.53723538393,1321211.9374039338,950576.4580077262,638129.8099146964,3321701.7425617403,-2059685.490502479,1129151.6837546846
1250,seller_quality_improvement,quality_upside,11077951.66860004,10339479.504338453,10033428.801361073,1220776.414120772,396465.1469014624,1079098.236886352,737837.0620143503,587613.5897047714,2801014.0355069363,-1580237.6213861643,1017278.692856217
1250,subsidy_tightening,policy_upside,10308685.149448462,9567115.743896827,9288999.51666507,1136004.206148889,262033.58459486047,1032229.9604198214,715346.5533283737,536758.1670131048,2546368.2653561607,-1410364.0592072718,1121813.7348903231
1250,fraud_control_improvement,risk_upside,11539597.595470952,10719896.361576116,10477751.820427174,1271649.217691159,397713.51317079907,1136751.1638805708,724153.7204750233,403574.6815760295,2662193.0791024226,-1390543.8614112635,818717.0450256949
1250,downside_high_risk_deterioration,downside,12235954.16994594,11359907.796731269,10885162.639468722,1348386.8409781933,474830.6094006093,1785492.4375909315,1554322.5264300336,933924.1892413859,4748569.76266296,-3400182.921684767,2055225.4890799222
1251,baseline,reference,11299188.001708807,10330056.438923882,9983732.622948868,1245156.3812379134,402097.11603616754,1275224.5604577572,1040157.3663001829,636590.0252407772,3354069.0680348845,-2108912.686796971,1255820.9042319637
1251,seller_quality_improvement,quality_upside,11394205.521849405,10328714.744124582,10020251.510926394,1255627.1930798416,394943.3798082467,1022517.0204107203,914204.5901056895,541817.5109853081,2873482.501309965,-1617855.3082301232,963436.8644252125
1251,subsidy_tightening,policy_upside,11534670.133028315,11026496.385188539,10706812.72127521,1271106.2174947883,308121.93382180657,1211131.1289466815,956899.8051332041,613091.2312189471,3089244.0991206393,-1818137.881625851,1283707.4734276468
1251,fraud_control_improvement,risk_upside,11293355.521905668,10469223.334827708,10212285.423956878,1244513.6492606932,399917.967285746,1037384.2654925436,764248.2405643612,370115.4850080454,2571665.958350696,-1327152.309090003,779057.6502919254
1251,downside_high_risk_deterioration,downside,11622712.393576413,10596589.131347913,10153287.318987748,1280808.3644564545,446117.908038722,1511899.151164384,1385767.918777892,858732.3168526583,4202517.294833656,-2921708.930377202,2148873.0434209304
1252,baseline,reference,11903397.065667517,10957807.913697546,10619316.121540338,1311739.4641529154,431027.138011942,1363013.2792249124,900260.3803784454,730264.7756099894,3424565.5732252896,-2112826.109072374,1320544.8365522667
1252,seller_quality_improvement,quality_upside,11082673.782325014,10189315.705604846,9907671.433234395,1221296.7851453708,363871.24478667876,912808.9352099953,837678.5900519497,541151.7442673518,2655510.514315976,-1434213.729170605,1037919.4384919489
1252,subsidy_tightening,policy_upside,11523760.189016644,10529351.54202034,10207434.480243916,1269903.9553142646,314991.9061534306,1150759.339126956,840420.7833707749,623276.4392992242,2929448.467950385,-1659544.5126361204,1253938.6100973731
1252,fraud_control_improvement,risk_upside,11394382.492676811,10558801.155092599,10306462.434883157,1255646.6950436116,391391.520976423,1049301.3346704212,754739.8727462881,354877.5955893332,2550310.3239824655,-1294663.628938854,920108.3639405315
1252,downside_high_risk_deterioration,downside,11803719.340088623,10939006.58979324,10465106.235671457,1300755.103502126,446944.21874587086,1536152.630211076,1163022.5994023092,816136.0728753601,3962255.5212346157,-2661500.4177324898,1786584.2472099809
1253,baseline,reference,10566473.541278906,10030380.699531533,9696543.561006555,1164412.1644064374,371728.51331033313,1078662.5672683457,882231.5477247088,586969.0757386729,2919591.7040420603,-1755179.5396356229,1217362.8264986689
1253,seller_quality_improvement,quality_upside,11621365.209073735,11110610.944471775,10782360.370867876,1280659.9064097384,399246.9998659595,1048590.8360333086,890434.0392507301,522530.8579892111,2860802.7331392094,-1580142.826729471,1077723.1953578163
1253,subsidy_tightening,policy_upside,10238584.068507517,9495284.93608948,9185825.37823717,1128279.1547335046,266271.82427357795,935363.0544617197,784686.4230173257,523823.06850735313,2510144.3702599765,-1381865.2155264718,1185877.373159556
1253,fraud_control_improvement,risk_upside,11137717.96526692,9779376.47696204,9518686.020894999,1227362.5852391275,369247.93132723926,1252995.090139862,671844.8982217623,271551.64159923774,2565639.5612881016,-1338276.976048974,719713.2022942804
1253,downside_high_risk_deterioration,downside,11711242.0892477,10555838.498452364,10109314.45729793,1290564.2261588604,493023.72109323944,1386664.222554681,1208466.175751982,856338.5518952509,3944492.6712951534,-2653928.445136293,1872127.241581554
1254,baseline,reference,11678794.231120838,10617186.01664486,10268850.573072623,1286988.5127891868,393947.624250974,1220690.6123253284,1015021.1734074855,661117.3347268199,3290776.7447106075,-2003788.2319214207,1361927.8551214244
1254,seller_quality_improvement,quality_upside,10896424.724868786,10149169.437982084,9868154.610882033,1200772.3720321367,366116.6770830359,1008474.3841722565,833880.9378458724,489184.3644495845,2697656.363550749,-1496883.9915186125,1052444.7319777263
1254,subsidy_tightening,policy_upside,11195462.782895759,10458743.050583648,10146216.695993746,1233725.9918965877,265806.1808965127,1181914.2817950817,832247.0736725179,590756.3134283742,2870723.849792486,-1636997.8578958984,1212335.9099273817
1254,fraud_control_improvement,risk_upside,11294330.04274249,10359078.86602958,10121896.536272852,1244621.0402376764,378526.0882594124,1080800.135854316,714494.9911232566,353327.8031177431,2527149.0183547284,-1282527.978117052,836996.4181251614
1254,downside_high_risk_deterioration,downside,12384768.499631139,11485076.16334653,11055335.869005611,1364785.9939260993,439281.79318317125,1724834.9496599701,1502295.876118793,908114.6840752997,4574527.303037234,-3209741.309111134,2010617.389653578
1255,baseline,reference,11554577.099492636,11146997.975263702,10782388.104398338,1273299.9402933104,361493.81383175607,1323285.959423995,1075418.6504440582,660756.8820123128,3420955.305712122,-2147655.3654188113,1286455.2379465583
1255,seller_quality_improvement,quality_upside,11337407.777029552,10603428.191003762,10292876.47797404,1249368.1526610374,341782.75351713644,1078788.460099068,821015.0703930532,582653.993262306,2824240.2772715637,-1574872.1246105263,1245889.9224458588
1255,subsidy_tightening,policy_upside,11654501.608557671,10707415.485807784,10384150.63837979,1284311.496175519,326493.9309721635,981072.2575263263,914574.0256900998,622080.4483597716,2844220.6625483613,-1559909.1663728424,1233036.434238686
1255,fraud_control_improvement,risk_upside,11536383.535015486,10838398.767342057,10588062.24050272,1271295.0322501166,395316.62173598824,1139955.6144871297,827812.5330170097,409693.679483381,2772778.448723509,-1501483.4164733924,891738.7198947751
1255,downside_high_risk_deterioration,downside,12803150.087988388,11498054.24645548,11018064.803775819,1410891.1215208166,459129.91997931706,1593863.8497622863,1393438.0861619737,927225.8645982824,4373657.72050186,-2962766.5989810433,1869467.1572026028
1256,baseline,reference,10930376.712933846,10005819.156564983,9648493.218262516,1204513.8386391646,342287.79227251397,1137831.5398502215,851296.663708958,577386.2162862415,2908802.212117935,-1704288.3734787705,1113865.2870517555
1256,seller_quality_improvement,quality_upside,11416639.276296407,10851258.014517006,10528651.464592049,1258099.3647527606,403410.5406883973,1068636.1291645707,924868.6241181892,599955.3219528785,2996870.6159240357,-1738771.251171275,1049249.9466212098
1256,subsidy_tightening,policy_upside,10400465.517114567,9900555.190199507,9622592.407376366,1146118.2878381687,297251.6155589022,1061412.875954595,874145.2531002563,572407.4617300639,2805217.2063438175,-1659098.9185056488,1064103.6097704647
1256,fraud_control_improvement,risk_upside,11237593.455371365,10343486.144254468,10095821.89933457,1238368.739293207,394922.3473874511,1097245.8300361077,697137.0460773939,340651.49792332505,2529956.721424278,-1291587.982131071,843879.1469372362
1256,downside_high_risk_deterioration,downside,11334596.438734107,10459757.750869164,9997276.51844104,1249058.3466981787,416439.6489847192,1560553.2029454513,1244851.3472290644,807535.6288716822,4029379.828030917,-2780321.481332738,1796397.2886830266
1257,baseline,reference,11821682.7128778,10948990.1816052,10621097.542682916,1302734.644709301,417266.02529001917,1261123.791611857,877408.779440093,641934.533288873,3197733.1296308422,-1894998.4849215413,1301947.3377790917
1257,seller_quality_improvement,quality_upside,11062356.983948018,10147503.339513283,9844143.419647655,1219057.8993828173,360685.8346297834,1007739.4049248627,810484.5070399127,538747.7096713034,2717657.456265862,-1498599.5568830448,1153050.553976136
1257,subsidy_tightening,policy_upside,11179150.269429367,10601696.748160388,10316681.350975504,1231928.3733213737,286590.6274427891,1205386.3219130982,828308.627278769,476057.2268084803,2796342.8034431366,-1564414.430121763,1155574.4200795859
1257,fraud_control_improvement,risk_upside,11883167.704339352,10995075.592531305,10731286.808972957,1309510.2138437496,409110.6260021995,1204301.678472884,765598.9221176935,343921.4467071006,2722932.6732998774,-1413422.4594561278,923631.6631922082
1257,downside_high_risk_deterioration,downside,12686077.815469617,11620667.411196608,11092620.761727927,1397989.9035597802,521833.1771686414,1627859.3680940878,1613117.155622678,828335.8960645932,4591145.596950001,-3193155.693390221,2036983.380809578
1258,baseline,reference,12207280.525430942,11109252.083499892,10772326.298159938,1345227.0412265828,421435.4130110279,1474131.4982078907,1027196.982810932,691873.8192720542,3614637.713301905,-2269410.672075322,1347263.1077796062
1258,seller_quality_improvement,quality_upside,11308884.85824355,10632172.29461811,10335469.131259207,1246224.9626961877,395271.1648175348,1101306.4698138807,766821.2258635116,584072.0761000452,2847470.9365949724,-1601245.9738987847,871065.3653867218
1258,subsidy_tightening,policy_upside,11358298.914383633,10832793.73274456,10514471.542490216,1251670.3298603033,309710.8851233747,1183056.4254695068,1010398.0069691115,647826.6231559691,3150991.940717962,-1899321.6108576588,1160737.9126993427
1258,fraud_control_improvement,risk_upside,11596517.181510838,10651105.186958991,10379841.341315681,1277921.6848599738,408991.6300341558,1099809.2419573574,734521.9657189983,341794.37022752134,2585117.207938033,-1307195.5230780593,759125.7513158942
1258,downside_high_risk_deterioration,downside,12111552.52662865,11073723.686631251,10595169.027913954,1334677.9355250243,456192.0657300772,1509348.9597825995,1182091.5301807735,844735.4910983328,3992368.046791783,-2657690.1112667588,1952313.9724772396
1259,baseline,reference,11766373.973685568,10865072.91149459,10486907.966757916,1296639.6908477477,350325.23417952296,1293088.4893754385,964740.6177849252,577704.7728405534,3185859.11418044,-1889219.4233326924,1411985.0629581092
